region,trust,date,type1_attendances,admissions
North Of England Commissioning Region,Bridgewater Community Healthcare NHS Foundation Trust,2016-02,0,0
North Of England Commissioning Region,Calderdale And Huddersfield NHS Foundation Trust,2016-02,11712,3678
North Of England Commissioning Region,Care Uk NHS Rotherham Diagnostic Centre,2016-02,0,0
North Of England Commissioning Region,Central Manchester University Hospitals NHS Foundation Trust,2016-02,12273,4106
North Of England Commissioning Region,City Hospitals Sunderland NHS Foundation Trust,2016-02,7021,3414
North Of England Commissioning Region,Countess Of Chester Hospital NHS Foundation Trust,2016-02,5389,2154
North Of England Commissioning Region,County Durham And Darlington NHS Foundation Trust,2016-02,10611,4755
North Of England Commissioning Region,Cumbria Partnership NHS Foundation Trust,2016-02,0,0
North Of England Commissioning Region,Doncaster And Bassetlaw Hospitals NHS Foundation Trust,2016-02,10705,4731
North Of England Commissioning Region,East Cheshire NHS Trust,2016-02,3802,1166
North Of England Commissioning Region,East Lancashire Hospitals NHS Trust,2016-02,8903,4499
North Of England Commissioning Region,Freedom Centre,2016-02,0,0
North Of England Commissioning Region,Gateshead Health NHS Foundation Trust,2016-02,7239,2067
North Of England Commissioning Region,Harrogate And District NHS Foundation Trust,2016-02,3674,1513
North Of England Commissioning Region,Hull And East Yorkshire Hospitals NHS Trust,2016-02,10179,4410
North Of England Commissioning Region,Humber NHS Foundation Trust,2016-02,0,0
North Of England Commissioning Region,Lancashire Teaching Hospitals NHS Foundation Trust,2016-02,10356,3887
North Of England Commissioning Region,Lcd-Leeds-Ooh,2016-02,0,0
North Of England Commissioning Region,Leeds Teaching Hospitals NHS Trust,2016-02,17005,7699
North Of England Commissioning Region,Lindley House Health Centre,2016-02,0,0
North Of England Commissioning Region,Liverpool Community Health NHS Trust,2016-02,0,0
North Of England Commissioning Region,Liverpool Heart And Chest Hospital NHS Foundation Trust,2016-02,0,303
North Of England Commissioning Region,Liverpool Women's NHS Foundation Trust,2016-02,0,117
North Of England Commissioning Region,Local Care Direct Ooh,2016-02,0,0
North Of England Commissioning Region,Mersey Care NHS Foundation Trust,2016-02,0,204
North Of England Commissioning Region,Mid Cheshire Hospitals NHS Foundation Trust,2016-02,5226,2973
North Of England Commissioning Region,Mid Yorkshire Hospitals NHS Trust,2016-02,18926,5457
North Of England Commissioning Region,North Cumbria University Hospitals NHS Trust,2016-02,6905,2516
North Of England Commissioning Region,North Tees And Hartlepool NHS Foundation Trust,2016-02,5861,3894
North Of England Commissioning Region,Northern Lincolnshire And Goole NHS Foundation Trust,2016-02,10529,3087
North Of England Commissioning Region,Northumbria Healthcare NHS Foundation Trust,2016-02,13731,3807
North Of England Commissioning Region,Pennine Acute Hospitals NHS Trust,2016-02,21127,6205
North Of England Commissioning Region,Pennine Care NHS Foundation Trust,2016-02,0,0
North Of England Commissioning Region,Royal Liverpool And Broadgreen University Hospitals NHS Trust,2016-02,7543,3093
North Of England Commissioning Region,Salford Royal NHS Foundation Trust,2016-02,8115,3203
North Of England Commissioning Region,Sheffield Children's NHS Foundation Trust,2016-02,4703,1104
North Of England Commissioning Region,Sheffield City GP Hc (Wic),2016-02,0,0
North Of England Commissioning Region,South Tees Hospitals NHS Foundation Trust,2016-02,9949,3956
North Of England Commissioning Region,South Tyneside NHS Foundation Trust,2016-02,5005,1242
North Of England Commissioning Region,South West Yorkshire Partnership NHS Foundation Trust,2016-02,0,122
North Of England Commissioning Region,Southport And Ormskirk Hospital NHS Trust,2016-02,6080,1901
North Of England Commissioning Region,St Helens And Knowsley Hospital Services NHS Trust,2016-02,8367,3827
North Of England Commissioning Region,Stockport NHS Foundation Trust,2016-02,7513,3201
North Of England Commissioning Region,Sunderland GP Out Of Hours,2016-02,0,0
North Of England Commissioning Region,Tameside Hospital NHS Foundation Trust,2016-02,6788,2086
North Of England Commissioning Region,The Christie NHS Foundation Trust,2016-02,0,346
North Of England Commissioning Region,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2016-02,10796,4597
North Of England Commissioning Region,The Rotherham NHS Foundation Trust,2016-02,6209,1839
North Of England Commissioning Region,The Walton Centre NHS Foundation Trust,2016-02,0,172
North Of England Commissioning Region,University Hospital Of South Manchester NHS Foundation Trust,2016-02,7833,3132
North Of England Commissioning Region,University Hospitals Of Morecambe Bay NHS Foundation Trust,2016-02,7071,3210
North Of England Commissioning Region,Warrington And Halton Hospitals NHS Foundation Trust,2016-02,6387,2452
North Of England Commissioning Region,Wirral Community NHS Foundation Trust,2016-02,0,0
North Of England Commissioning Region,Wirral University Teaching Hospital NHS Foundation Trust,2016-02,7561,3747
North Of England Commissioning Region,Workington Health Limited,2016-02,0,0
North Of England Commissioning Region,"Wrightington, Wigan And Leigh NHS Foundation Trust",2016-02,7207,2181
North Of England Commissioning Region,York Teaching Hospital NHS Foundation Trust,2016-02,9506,4675
South Of England Commissioning Region,Ashford And St Peter's Hospitals NHS Foundation Trust,2016-02,7864,2057
South Of England Commissioning Region,Ashford Health Centre,2016-02,0,0
South Of England Commissioning Region,Assura Reading Llp,2016-02,0,0
South Of England Commissioning Region,Berkshire Healthcare NHS Foundation Trust,2016-02,0,0
South Of England Commissioning Region,Brighton And Sussex University Hospitals NHS Trust,2016-02,11915,4001
South Of England Commissioning Region,Bristol Community Health,2016-02,0,0
South Of England Commissioning Region,Buckinghamshire Healthcare NHS Trust,2016-02,6755,3995
South Of England Commissioning Region,Cardrew Health Centre,2016-02,0,0
South Of England Commissioning Region,Carfax Health Enterprise,2016-02,0,0
South Of England Commissioning Region,Dartford And Gravesham NHS Trust,2016-02,8527,2454
South Of England Commissioning Region,Dorset County Hospital NHS Foundation Trust,2016-02,3387,1695
South Of England Commissioning Region,Dorset Healthcare University NHS Foundation Trust,2016-02,0,27
South Of England Commissioning Region,Dr Jm Ribchester & Partners,2016-02,0,0
South Of England Commissioning Region,East Kent Hospitals University NHS Foundation Trust,2016-02,11831,5233
South Of England Commissioning Region,East Sussex Healthcare NHS Trust,2016-02,8571,3209
South Of England Commissioning Region,Frimley Health NHS Foundation Trust,2016-02,18716,6780
South Of England Commissioning Region,Gloucestershire Care Services NHS Trust,2016-02,0,62
South Of England Commissioning Region,Gloucestershire Hospitals NHS Foundation Trust,2016-02,10603,4248
South Of England Commissioning Region,Great Western Hospitals NHS Foundation Trust,2016-02,6000,3080
South Of England Commissioning Region,Hampshire Hospitals NHS Foundation Trust,2016-02,8579,2714
South Of England Commissioning Region,Haslemere Minor Injuries Unit,2016-02,0,0
South Of England Commissioning Region,Isle Of Wight NHS Trust,2016-02,3196,898
South Of England Commissioning Region,Kent Community Health NHS Foundation Trust,2016-02,0,0
South Of England Commissioning Region,Livewell Southwest,2016-02,0,0
South Of England Commissioning Region,Maidstone And Tunbridge Wells NHS Trust,2016-02,11484,3317
South Of England Commissioning Region,Medway NHS Foundation Trust,2016-02,8892,2892
South Of England Commissioning Region,North Bristol NHS Trust,2016-02,6689,3329
South Of England Commissioning Region,Northern Devon Healthcare NHS Trust,2016-02,3509,1553
South Of England Commissioning Region,Oxford Health NHS Foundation Trust,2016-02,0,0
South Of England Commissioning Region,Oxford University Hospitals NHS Foundation Trust,2016-02,10485,5489
South Of England Commissioning Region,Paulton Memorial Hospital,2016-02,0,0
South Of England Commissioning Region,Peninsula Community Health C.I.C,2016-02,0,28
South Of England Commissioning Region,Plymouth Hospitals NHS Trust,2016-02,7728,3841
South Of England Commissioning Region,Poole Hospital NHS Foundation Trust,2016-02,5238,2942
South Of England Commissioning Region,Portsmouth Hospitals NHS Trust,2016-02,8947,4236
South Of England Commissioning Region,Queen Victoria Hospital NHS Foundation Trust,2016-02,0,363
South Of England Commissioning Region,Royal Berkshire NHS Foundation Trust,2016-02,8704,3500
South Of England Commissioning Region,Royal Cornwall Hospitals NHS Trust,2016-02,5256,3442
South Of England Commissioning Region,Royal Devon And Exeter NHS Foundation Trust,2016-02,7899,3270
South Of England Commissioning Region,Royal Surrey County Hospital NHS Foundation Trust,2016-02,5331,1697
South Of England Commissioning Region,Royal United Hospitals Bath NHS Foundation Trust,2016-02,5612,3044
South Of England Commissioning Region,Salisbury NHS Foundation Trust,2016-02,3556,1838
South Of England Commissioning Region,Somerset Partnership NHS Foundation Trust,2016-02,0,173
South Of England Commissioning Region,Southampton NHS Treatment Centre,2016-02,0,0
South Of England Commissioning Region,Southern Health NHS Foundation Trust,2016-02,0,230
South Of England Commissioning Region,St Mary's NHS Treatment Centre,2016-02,0,0
South Of England Commissioning Region,Surrey And Sussex Healthcare NHS Trust,2016-02,7600,2778
South Of England Commissioning Region,Sussex Community NHS Foundation Trust,2016-02,0,0
South Of England Commissioning Region,Taunton And Somerset NHS Foundation Trust,2016-02,4932,3152
South Of England Commissioning Region,Tetbury Hospital Trust Ltd,2016-02,0,0
South Of England Commissioning Region,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,2016-02,5710,2751
South Of England Commissioning Region,Torbay And South Devon NHS Foundation Trust,2016-02,5692,2751
South Of England Commissioning Region,University Hospital Southampton NHS Foundation Trust,2016-02,7795,4776
South Of England Commissioning Region,University Hospitals Bristol NHS Foundation Trust,2016-02,8980,3357
South Of England Commissioning Region,Western Sussex Hospitals NHS Foundation Trust,2016-02,10956,4568
South Of England Commissioning Region,Weston Area Health NHS Trust,2016-02,4075,1078
South Of England Commissioning Region,Weybridge Walk In Centre,2016-02,0,0
South Of England Commissioning Region,Woking Walk In Centre,2016-02,0,0
South Of England Commissioning Region,Yate West Gate Centre,2016-02,0,0
South Of England Commissioning Region,Yeovil District Hospital NHS Foundation Trust,2016-02,3675,1553
London Commissioning Region,"Barking, Havering And Redbridge University Hospitals NHS Trust",2016-03,22065,4385
London Commissioning Region,Barts Health NHS Trust,2016-03,29960,8145
London Commissioning Region,Beckenham Beacon Ucc,2016-03,0,0
London Commissioning Region,Central London Community Healthcare NHS Trust,2016-03,0,0
London Commissioning Region,Chelsea And Westminster Hospital NHS Foundation Trust,2016-03,17521,4313
London Commissioning Region,Croydon Health Services NHS Trust,2016-03,6476,2870
London Commissioning Region,Edmonton GP Walk In Centre,2016-03,0,0
London Commissioning Region,Edridge Road Community Health Centre,2016-03,0,0
London Commissioning Region,Epsom And St Helier University Hospitals NHS Trust,2016-03,13656,3470
London Commissioning Region,Guy's And St Thomas' NHS Foundation Trust,2016-03,13169,3089
London Commissioning Region,Harold Wood Walk In Centre,2016-03,0,0
London Commissioning Region,Homerton University Hospital NHS Foundation Trust,2016-03,11236,1948
London Commissioning Region,Hounslow And Richmond Community Healthcare NHS Trust,2016-03,0,0
London Commissioning Region,Imperial College Healthcare NHS Trust,2016-03,10459,4352
London Commissioning Region,King's College Hospital NHS Foundation Trust,2016-03,18415,4930
London Commissioning Region,Kingston Hospital NHS Foundation Trust,2016-03,9540,2275
London Commissioning Region,Lewisham And Greenwich NHS Trust,2016-03,19479,4992
London Commissioning Region,London North West Healthcare NHS Trust,2016-03,12643,6316
London Commissioning Region,Moorfields Eye Hospital NHS Foundation Trust,2016-03,0,222
London Commissioning Region,North East London NHS Foundation Trust,2016-03,0,0
London Commissioning Region,North Middlesex University Hospital NHS Trust,2016-03,15449,3048
